price,retail_price,uses_ad_boosts,badge_local_product,badge_product_quality,badge_fast_shipping,shipping_option_price,shipping_is_express,merchant_has_profile_picture
0.12499999999999999,0.3187250996015936,1.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.0
0.04166666666666667,0.00796812749003984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14583333333333331,0.027888446215139442,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.14583333333333331,0.03585657370517928,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.22916666666666666,0.03984063745019921,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,1.0
0.20833333333333331,0.08366533864541834,1.0,1.0,0.0,1.0,0.09090909090909091,0.0,0.0
0.14583333333333331,0.02390438247011952,1.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.14583333333333331,0.02390438247011952,0.0,0.0,1.0,0.0,0.1818181818181818,0.0,0.0
0.10416666666666667,0.1155378486055777,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.20833333333333331,0.099601593625498,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.0
0.14583333333333331,0.02390438247011952,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.14583333333333331,0.02390438247011952,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.16666666666666666,0.03187250996015936,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.2708333333333333,0.043824701195219126,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.24999999999999997,0.03984063745019921,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.08,0.01593625498007968,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.08333333333333333,0.01593625498007968,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.2708333333333333,0.350597609561753,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.04166666666666667,0.2350597609561753,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.12499999999999999,0.0199203187250996,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.08333333333333333,0.01593625498007968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,0.027888446215139442,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.16666666666666666,0.027888446215139442,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.14583333333333331,0.03984063745019921,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.20833333333333331,0.03585657370517928,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.375,0.06374501992031872,0.0,1.0,0.0,0.0,0.36363636363636365,0.0,0.0
0.14583333333333331,0.09561752988047809,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,1.0
0.12499999999999999,0.0199203187250996,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.16666666666666666,0.027888446215139442,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.22916666666666666,0.03984063745019921,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.14583333333333331,0.02390438247011952,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,1.0
0.12499999999999999,0.0199203187250996,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.0
0.14583333333333331,0.06374501992031872,1.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.14583333333333331,0.02390438247011952,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.20833333333333331,0.03585657370517928,0.0,0.0,1.0,0.0,0.09090909090909091,0.0,0.0
0.20833333333333331,0.1155378486055777,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.05625000000000001,0.18326693227091634,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2708333333333333,0.043824701195219126,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.20833333333333331,0.03585657370517928,1.0,0.0,1.0,0.0,0.09090909090909091,0.0,0.0
0.3541666666666667,0.05976095617529881,1.0,0.0,0.0,1.0,0.36363636363636365,0.0,0.0
0.22916666666666666,0.46613545816733065,1.0,0.0,1.0,0.0,0.1818181818181818,0.0,0.0
0.2708333333333333,0.16733067729083664,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.14583333333333331,0.2948207171314741,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.016041666666666666,0.00398406374501992,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.056874999999999995,0.03187250996015936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14583333333333331,0.08366533864541834,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0.3541666666666667,0.10358565737051793,1.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0
0.0625,0.01195219123505976,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09749999999999999,0.02390438247011952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2708333333333333,0.043824701195219126,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.015624999999999997,0.0199203187250996,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2708333333333333,0.33067729083665337,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
0.14583333333333331,0.02390438247011952,1.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0
